protocol,packet_size,src_bytes,dst_bytes,src_ip,dest_ip,service,tcp_flags,error_rate,wrong_fragment,count,is_threat,attack_type
tcp,924,358,566,192.168.218.76,123.201.190.126,mysql,PA,0.08730088879105186,0,46,0,normal
tcp,1121,327,794,192.168.56.151,39.91.121.243,http,PA,0.09701479393483632,0,71,0,normal
tcp,1202,900,302,192.168.152.123,92.212.32.26,mysql,FA,0.034148513527202974,0,71,0,normal
udp,473,275,198,192.168.37.177,211.171.236.24,dhcp,,0.013035423958518682,0,97,0,normal
tcp,1102,587,515,192.168.173.193,192.168.186.107,mysql,PA,0.1824180969929011,0,83,1,u2r
tcp,1167,381,786,192.168.28.248,207.50.208.50,telnet,FA,0.00739070627703922,0,72,0,normal
tcp,848,163,685,93.245.201.154,110.134.213.251,smtp,S,0.00882220423103606,0,29,0,normal
tcp,67,54,13,192.168.36.139,192.168.125.57,ssh,S,0.10576027050874914,0,8,1,probe
tcp,60,48,12,192.168.141.81,192.168.224.116,pop3,S,0.1732553010924905,0,42,1,probe
tcp,331,98,233,165.191.125.95,192.168.238.192,http,FA,0.09024722311833926,0,42,0,normal
tcp,843,155,688,192.168.210.96,205.204.248.233,pop3,PA,0.027405659694614334,0,16,0,normal
tcp,278,110,168,192.168.239.115,145.238.136.156,mysql,F,0.008977933890361249,0,10,0,normal
tcp,200,69,131,179.92.31.37,192.168.199.189,pop3,A,0.10738303509574088,0,37,1,r2l
tcp,1048,528,520,192.168.144.87,192.168.108.22,smtp,F,0.06800551877065414,0,7,0,normal
tcp,240,204,36,192.168.103.60,192.168.121.11,pop3,FA,0.013641584165976313,0,9,0,normal
tcp,57,54,3,39.178.168.158,192.168.18.212,pop3,S,0.1219838260051799,0,5,1,probe
tcp,824,345,479,192.168.13.37,125.184.141.154,mysql,R,0.06063312979437795,0,80,0,normal
tcp,995,695,300,157.221.49.1,192.168.171.6,ssh,P,0.02735796196302018,0,68,0,normal
udp,1000,815,185,17.24.195.24,157.52.69.51,tftp,,0.5551957416305195,0,44,1,dos
tcp,239,215,24,50.87.0.171,192.168.92.217,pop3,R,0.40910974681453727,0,93,1,dos
tcp,405,230,175,192.168.233.190,192.168.231.200,smtp,R,0.14878458109340453,0,14,0,normal
tcp,422,261,161,162.129.175.67,15.181.145.238,pop3,F,0.1928018507078518,0,9,0,normal
tcp,877,599,278,167.29.118.165,192.168.128.46,pop3,A,0.1605254997643588,0,61,1,r2l
tcp,1111,411,700,159.50.132.234,192.168.231.89,https,S,0.027614439157045124,0,80,0,normal
tcp,657,610,47,79.125.65.101,192.168.214.82,mysql,S,0.6157628179218753,0,54,1,dos
tcp,858,658,200,192.168.180.249,211.136.88.238,ftp,PA,0.0846896880464532,0,92,0,normal
udp,562,332,230,192.168.121.221,192.168.21.61,dhcp,,0.013251837926210635,0,10,0,normal
tcp,1066,699,367,166.222.231.57,192.168.192.195,pop3,PA,0.2265806284534804,0,15,1,u2r
tcp,554,230,324,192.168.196.124,42.129.195.31,pop3,SA,0.02448467951765401,0,90,0,normal
tcp,985,253,732,120.225.152.215,214.163.201.189,mysql,SA,0.0641084816151785,0,52,0,normal
udp,767,539,228,192.168.224.9,192.168.85.74,dns,,0.0063282889309079415,0,66,0,normal
udp,279,183,96,176.131.112.38,192.168.123.174,sip,,0.049341097948973664,0,88,0,normal
tcp,640,462,178,192.168.125.161,37.51.21.176,imap,FA,0.005122082495450537,0,27,0,normal
icmp,63,46,17,192.168.226.171,192.168.224.116,echo-reply,,0.1970423917751378,0,98,1,probe
tcp,984,505,479,149.168.253.26,110.220.11.44,ssh,A,0.1482535747961088,0,78,0,normal
tcp,392,98,294,102.27.72.48,4.56.21.243,smtp,R,0.019920083112327264,0,59,0,normal
tcp,564,282,282,192.168.83.141,192.168.223.33,ftp,U,0.02221956162808455,0,99,0,normal
tcp,662,331,331,192.168.2.106,53.8.64.50,ftp,A,0.03773545954285834,0,18,0,normal
tcp,717,423,294,192.168.235.111,192.168.103.92,https,PA,0.09539867710671047,0,58,0,normal
tcp,604,440,164,192.168.227.131,192.168.3.98,ssh,R,0.4736560638140071,1,37,1,dos
tcp,825,383,442,192.168.92.166,16.11.206.167,ftp,A,0.010099090881105815,0,54,0,normal
icmp,410,331,79,192.168.137.156,99.43.125.93,destination-unreachable,,0.4229044101964509,0,44,1,dos
tcp,1096,570,526,192.168.109.97,214.239.196.202,https,F,0.10008892010992401,0,67,0,normal
tcp,596,277,319,192.168.4.211,192.168.116.28,https,P,0.01983148729778963,0,26,0,normal
udp,1056,544,512,192.168.91.249,192.168.70.241,sip,,0.015677152478819862,0,6,0,normal
udp,858,542,316,72.86.143.232,221.201.64.174,dhcp,,0.09650878664762425,0,43,0,normal
tcp,1015,636,379,82.174.6.118,192.168.240.71,https,A,0.17036861671375406,0,62,1,u2r
tcp,301,158,143,192.168.216.147,172.98.253.13,telnet,FA,0.020652562699123217,0,25,0,normal
tcp,61,44,17,192.168.152.165,192.168.240.88,http,S,0.3595526568554709,0,17,1,dos
tcp,778,588,190,78.149.187.51,222.73.114.103,smtp,F,0.04343566544567179,0,82,0,normal
tcp,671,214,457,192.168.188.19,198.13.236.224,mysql,SA,0.0073134601043403046,0,18,0,normal
tcp,823,338,485,192.168.77.1,86.209.98.55,smtp,P,0.02678511263492376,0,83,0,normal
tcp,698,316,382,122.219.210.209,192.168.192.41,ftp,F,0.10495263499452898,0,70,0,normal
tcp,271,192,79,192.168.2.194,192.168.69.141,smtp,U,0.058411025892423446,0,30,0,normal
tcp,1154,379,775,192.168.164.116,112.11.193.52,https,PA,0.012383589973716694,0,47,0,normal
tcp,171,145,26,192.168.236.140,192.168.157.223,pop3,S,0.4782161651616259,0,25,1,dos
tcp,889,666,223,203.152.51.86,132.60.209.183,telnet,R,0.03287227200866374,0,12,0,normal
tcp,386,203,183,132.221.115.142,100.175.110.153,telnet,U,0.03211380183372257,0,95,0,normal
tcp,60,18,42,128.36.50.54,179.167.60.21,pop3,FA,0.03776893049111548,0,81,0,normal
tcp,78,66,12,106.9.205.86,192.168.107.185,https,S,0.2901546449899943,0,18,1,probe
tcp,295,107,188,111.187.197.154,192.168.250.154,https,F,0.020300676329108237,0,48,0,normal
tcp,717,512,205,192.168.19.97,192.168.118.47,smtp,PA,0.04926363460663068,0,59,0,normal
tcp,300,161,139,192.168.164.225,180.105.26.181,telnet,PA,0.08023966922018887,0,33,0,normal
tcp,670,152,518,192.168.165.20,6.243.44.104,http,FA,0.12747782462484564,0,32,0,normal
udp,765,359,406,192.168.245.165,157.212.59.210,dns,,0.007893163796765539,0,53,0,normal
tcp,989,414,575,192.168.236.104,192.168.116.237,ssh,F,0.004378655360553396,0,57,0,normal
tcp,923,397,526,192.168.101.15,192.168.174.192,imap,R,0.11375056108845889,0,13,0,normal
tcp,602,241,361,192.168.77.157,192.168.66.102,http,PA,0.01978134185757089,0,60,0,normal
tcp,516,267,249,192.168.54.211,22.254.70.229,pop3,R,0.07441514240531154,0,91,0,normal
udp,222,214,8,192.168.161.107,192.168.129.169,dns,,0.2979517137494982,0,68,1,dos
tcp,669,214,455,88.161.167.94,39.124.247.154,https,R,0.0045832820278221414,0,44,0,normal
tcp,509,187,322,125.175.201.213,192.168.164.33,imap,A,0.10821436002849144,0,15,0,normal
tcp,394,288,106,192.168.95.5,217.50.91.23,smtp,U,0.03169143390424074,0,89,0,normal
tcp,200,41,159,192.168.172.138,192.168.83.238,imap,A,0.1654651489209539,0,41,1,r2l
tcp,687,468,219,192.168.72.6,192.168.226.229,telnet,S,0.0011557893145787705,0,95,0,normal
tcp,956,559,397,192.168.146.221,218.138.119.69,ftp,R,0.08261672385608598,0,28,0,normal
tcp,379,172,207,192.168.183.215,192.168.146.239,smtp,SA,0.04143596487680031,0,54,0,normal
tcp,613,348,265,192.168.194.104,192.168.216.167,ssh,PA,0.28325508101518887,0,90,0,normal
tcp,57,32,25,192.168.47.64,192.168.125.194,ssh,SA,0.221930120425285,0,9,1,probe
icmp,72,69,3,192.168.171.44,192.168.4.139,destination-unreachable,,0.06964369656079503,0,62,1,probe
tcp,200,99,101,203.178.193.216,192.168.116.26,pop3,PA,0.3299709718270357,0,77,1,r2l
udp,1065,337,728,192.168.234.135,129.118.17.81,sip,,0.027608425469303203,0,52,0,normal
tcp,500,117,383,112.95.109.90,192.168.13.222,ssh,PA,0.18494423061364398,0,94,1,u2r
tcp,316,202,114,192.168.245.25,192.168.156.11,imap,A,0.008666861103316598,0,89,0,normal
tcp,1216,711,505,109.103.45.112,103.183.37.39,imap,R,0.02415207496921626,0,14,0,normal
tcp,526,207,319,220.249.87.201,192.168.77.176,ssh,A,0.042926576640428656,0,27,0,normal
tcp,481,127,354,166.242.199.75,34.227.219.126,pop3,S,0.014651409956690882,0,42,0,normal
tcp,662,462,200,192.168.189.115,182.99.98.193,ssh,R,0.019163644666086253,0,19,0,normal
tcp,514,336,178,6.128.158.251,92.151.69.83,https,S,0.010996901711206054,0,51,0,normal
tcp,558,116,442,192.168.144.162,192.168.139.145,ftp,S,0.012358764001117867,0,86,0,normal
tcp,383,169,214,64.88.73.105,192.168.48.4,telnet,PA,0.06356554795959089,0,66,1,r2l
tcp,1339,530,809,94.209.5.89,192.168.249.134,smtp,A,0.12901269537760346,0,13,1,u2r
tcp,738,359,379,197.109.153.156,9.42.100.179,telnet,F,0.07065025249446513,0,40,0,normal
tcp,981,500,481,192.168.74.177,130.118.175.251,http,SA,0.06989666546446145,0,86,0,normal
tcp,685,417,268,82.149.249.23,192.168.4.33,imap,A,0.12269700204825718,0,31,0,normal
tcp,682,403,279,192.168.236.170,192.168.213.149,pop3,SA,0.008849315524688792,0,82,0,normal
tcp,755,481,274,192.168.214.225,192.168.250.208,telnet,F,0.0028052148917894777,0,17,0,normal
tcp,990,864,126,192.168.254.135,192.168.74.44,https,F,0.04549793037600577,0,4,0,normal
tcp,60,32,28,74.228.242.71,192.168.9.111,imap,S,0.40159586494610333,0,66,1,dos
tcp,200,97,103,43.64.25.211,192.168.64.198,pop3,PA,0.16742474463232768,0,86,1,r2l
tcp,225,124,101,192.168.182.14,192.168.125.234,ftp,PA,0.038606952225924904,0,28,0,normal
tcp,1000,809,191,192.168.189.156,205.64.237.69,pop3,S,0.7472531918440654,0,90,1,dos
tcp,587,350,237,177.172.35.212,95.62.152.28,http,R,0.011110023002489507,0,33,0,normal
tcp,361,212,149,192.168.114.159,192.168.49.137,ftp,FA,0.005362755548153211,0,35,0,normal
tcp,899,792,107,164.206.231.29,36.128.144.165,ftp,A,0.010901699055319581,0,98,0,normal
tcp,1206,530,676,19.25.185.182,217.71.80.252,http,PA,0.06085746299413388,0,8,0,normal
tcp,185,81,104,192.168.64.98,192.168.204.5,imap,F,0.03777011331642364,0,90,0,normal
udp,1004,575,429,45.31.225.138,192.168.179.154,sip,,0.07745375926274083,0,81,0,normal
tcp,908,697,211,192.168.56.165,69.211.198.46,http,U,0.001587852765853839,0,54,0,normal
tcp,460,307,153,192.168.52.146,192.168.234.122,imap,S,0.44785031162632327,0,29,1,dos
tcp,853,647,206,192.168.253.36,192.168.11.201,ftp,SA,0.008510595872362145,0,51,0,normal
tcp,561,320,241,192.168.72.240,13.139.249.196,ftp,A,0.02411124516374361,0,61,0,normal
udp,1342,485,857,192.168.100.24,192.168.143.111,dns,,0.03173306870423544,0,66,0,normal
tcp,525,440,85,182.253.31.99,192.168.204.136,https,R,0.030952205124559748,0,37,0,normal
tcp,70,53,17,208.97.41.217,192.168.197.177,pop3,S,0.21614432713263157,0,60,1,probe
tcp,643,404,239,192.168.152.246,192.168.151.226,imap,R,0.0718129975539851,0,34,0,normal
tcp,739,275,464,192.168.92.221,55.60.115.6,telnet,PA,0.006246853312937206,0,36,0,normal
tcp,425,187,238,192.168.166.109,119.227.157.13,telnet,P,0.02513161219717265,0,11,0,normal
tcp,1000,644,356,192.168.14.14,192.168.169.110,https,S,0.3449356791134716,0,65,1,dos
tcp,1024,470,554,192.168.164.134,192.168.221.19,https,A,0.03483750768136001,0,94,0,normal
tcp,411,262,149,47.199.233.120,192.168.9.40,ftp,S,0.39543745353171333,0,14,1,dos
tcp,1500,541,959,150.85.34.230,187.240.110.8,pop3,R,0.1482023320258306,0,41,0,normal
udp,806,452,354,192.168.56.37,192.168.154.80,dns,,0.0659837842206678,0,9,0,normal
tcp,819,282,537,103.60.12.140,192.168.253.70,imap,R,0.041250021131019284,0,20,0,normal
tcp,840,533,307,192.168.153.41,140.22.114.101,ssh,A,0.014523379097688981,0,59,0,normal
tcp,832,446,386,192.168.66.153,192.168.157.248,ssh,S,0.015989373333384214,0,42,0,normal
icmp,58,46,12,192.168.175.154,192.168.218.148,time-exceeded,,0.1394764663461357,0,88,1,probe
tcp,971,548,423,192.168.56.118,192.168.127.172,ssh,SA,0.01310713510149899,0,15,0,normal
tcp,917,392,525,192.168.216.229,31.7.156.250,smtp,FA,0.033805881969393624,0,77,0,normal
tcp,60,38,22,189.40.10.188,179.29.109.172,smtp,PA,0.08464013939596852,0,37,0,normal
tcp,1219,518,701,192.168.216.151,192.168.209.195,http,PA,0.047991105689827604,0,84,0,normal
tcp,75,62,13,192.168.3.247,192.168.4.55,ssh,S,0.2237923053648817,0,84,1,probe
tcp,748,564,184,140.215.249.243,192.168.121.44,ssh,PA,0.04314071874263486,0,93,0,normal
tcp,423,389,34,192.168.100.226,192.168.110.80,http,A,0.8521586370122907,0,95,1,dos
tcp,282,134,148,192.168.11.183,192.168.209.53,ftp,PA,0.0520581456664854,0,55,0,normal
tcp,499,369,130,192.168.66.188,65.191.236.207,ftp,PA,0.11078510214075726,0,40,0,normal
icmp,95,65,30,192.168.48.169,192.168.88.91,time-exceeded,,0.5307272681298183,0,28,1,dos
tcp,1144,462,682,192.168.106.213,192.168.194.27,mysql,FA,0.06944624373091313,0,74,0,normal
tcp,310,189,121,192.168.56.172,192.168.142.107,https,PA,0.2361406646790889,0,1,1,r2l
tcp,812,232,580,192.168.50.16,124.80.245.174,telnet,A,0.01860167733468612,0,35,0,normal
tcp,434,293,141,37.116.62.4,192.168.1.141,http,S,0.4991174003021169,0,97,1,dos
tcp,959,323,636,192.168.87.156,192.168.190.231,imap,U,0.11386076656050743,0,82,0,normal
tcp,1251,622,629,211.121.40.61,86.36.51.1,imap,P,0.05513459813231559,0,27,0,normal
tcp,790,450,340,16.182.148.40,192.168.93.58,imap,PA,0.07774480699587427,0,27,0,normal
tcp,245,98,147,101.85.187.222,192.168.4.196,https,PA,0.062295617159933564,0,90,1,r2l
tcp,822,399,423,192.168.53.210,97.219.66.6,telnet,SA,0.031143045236133943,0,89,0,normal
tcp,80,71,9,192.168.53.33,192.168.249.7,https,S,0.2699199266082624,0,36,1,probe
tcp,517,429,88,37.163.116.252,192.168.197.253,ftp,S,0.5202712845980049,1,63,1,dos
tcp,809,514,295,178.244.4.142,192.168.108.225,mysql,P,0.018512851393617403,0,10,0,normal
tcp,1153,608,545,192.168.135.169,220.211.115.224,imap,U,0.04287567495038611,0,93,0,normal
tcp,1272,391,881,192.168.50.142,192.168.18.141,pop3,U,0.014861570608741475,0,60,0,normal
tcp,823,109,714,187.31.246.115,192.168.152.117,ftp,PA,0.10506007266375961,0,6,1,u2r
udp,623,346,277,192.168.212.205,192.168.208.46,sip,,0.0444959097264631,0,6,0,normal
tcp,467,293,174,192.168.132.150,192.168.39.163,http,F,0.08901898234473786,0,28,0,normal
udp,1139,267,872,192.168.50.163,192.168.121.29,sip,,0.0010247812832130901,0,65,0,normal
tcp,1018,557,461,192.168.26.103,192.168.7.234,ftp,FA,0.027385570579379685,0,53,0,normal
tcp,547,466,81,192.168.192.152,192.168.40.87,ftp,S,0.4041200353263552,0,90,1,dos
tcp,738,448,290,21.17.234.61,182.162.108.46,smtp,PA,0.016762044840546192,0,42,0,normal
tcp,60,25,35,192.168.15.52,132.239.150.68,telnet,SA,0.0149437610599856,0,68,0,normal
tcp,677,328,349,192.168.141.80,192.168.251.12,mysql,S,0.04148727799913361,0,37,0,normal
tcp,969,717,252,192.168.51.37,96.145.16.189,imap,R,0.03944695931863208,0,33,0,normal
tcp,439,364,75,181.204.227.118,181.42.32.13,http,R,0.030291549074539462,0,43,0,normal
tcp,989,512,477,192.168.172.218,192.168.221.179,imap,A,0.005386860985326423,0,91,0,normal
tcp,258,148,110,112.35.167.194,192.168.132.73,ssh,U,0.31441233628250764,0,65,1,r2l
udp,219,140,79,192.168.129.190,113.195.68.11,dns,,0.41582178816769827,0,95,1,dos
tcp,715,464,251,192.168.101.160,192.168.91.91,telnet,P,0.1489110061213587,0,30,0,normal
tcp,71,63,8,192.168.225.215,192.168.138.153,ssh,SA,0.2303018798002827,0,42,1,probe
tcp,629,413,216,171.185.5.160,51.227.198.159,ssh,U,0.018996733768341316,0,55,0,normal
tcp,813,366,447,192.168.240.39,192.168.43.48,http,SA,0.06072018970345365,0,6,0,normal
tcp,1076,590,486,192.168.236.224,192.168.185.134,https,F,0.03687305162382787,0,13,0,normal
tcp,1000,804,196,180.113.248.51,192.168.213.210,ssh,S,0.5693949680986189,0,23,1,dos
tcp,874,447,427,10.5.42.245,192.168.46.120,http,PA,0.06762893084897066,0,7,1,u2r
udp,1072,528,544,192.168.40.202,192.168.45.187,sip,,0.029735296436328884,0,73,0,normal
tcp,644,333,311,219.71.211.242,192.168.49.206,ftp,SA,0.025320711499155074,0,24,0,normal
tcp,800,325,475,192.168.23.139,72.110.179.90,ssh,R,0.010146668147246839,0,37,0,normal
udp,70,50,20,192.168.10.30,192.168.139.98,tftp,,0.1989606362926147,0,1,1,probe
udp,761,615,146,192.168.7.157,192.168.5.39,sip,,0.6740664777791907,0,5,1,dos
tcp,653,242,411,192.168.101.82,192.168.85.12,telnet,A,0.18262274644718246,0,72,0,normal
udp,362,250,112,192.168.137.88,2.91.140.60,dhcp,,0.13366829070902161,0,4,0,normal
tcp,846,499,347,129.251.68.42,144.253.90.139,pop3,R,0.0013878671444806502,0,75,0,normal
tcp,807,457,350,192.168.11.166,48.49.77.220,imap,S,0.0028949885712219836,0,23,0,normal
tcp,49,36,13,192.168.48.135,192.168.17.11,ftp,S,0.364335061922934,0,62,1,probe
tcp,538,227,311,192.168.137.92,3.115.58.101,imap,PA,0.11690151268141254,0,63,0,normal
tcp,211,125,86,211.57.142.66,192.168.141.119,ssh,A,0.057855381629057574,0,47,1,r2l
tcp,843,583,260,192.168.200.1,181.180.163.210,telnet,FA,0.013919768641710252,0,33,0,normal
tcp,649,251,398,192.168.137.65,50.233.183.88,imap,FA,0.022236982581708854,0,80,0,normal
tcp,733,282,451,192.168.211.163,47.175.195.50,ssh,P,0.07582253495724538,0,80,0,normal
udp,1159,648,511,84.220.168.218,170.204.245.60,sip,,0.020382634756008752,0,75,0,normal
tcp,195,66,129,192.168.126.217,192.168.158.91,imap,P,0.02720970546250208,0,8,0,normal
tcp,688,265,423,11.232.204.24,192.168.178.234,ftp,SA,0.12199724298034695,0,65,0,normal
tcp,440,211,229,192.168.206.234,120.224.206.19,imap,PA,0.002404768782989329,0,85,0,normal
tcp,464,280,184,112.4.168.117,181.176.81.179,ssh,PA,0.028216607419455905,0,70,0,normal
tcp,56,42,14,192.168.86.102,192.168.244.26,ftp,S,0.27481210336612205,0,1,1,probe
tcp,1195,838,357,192.168.82.54,192.168.145.23,ftp,FA,0.03160507381750395,0,57,0,normal
udp,206,62,144,92.109.53.127,192.168.83.11,tftp,,0.017502191431315536,0,53,0,normal
tcp,1214,809,405,192.168.231.144,192.168.26.16,imap,SA,0.03557721047000905,0,97,0,normal
tcp,1016,406,610,117.4.12.142,192.168.168.93,pop3,A,0.006374112756120121,0,83,0,normal
tcp,868,412,456,192.168.1.118,10.163.131.117,https,R,0.05765320472747624,0,40,0,normal
tcp,114,113,1,192.168.34.175,192.168.149.94,https,S,0.3096349792351271,0,50,1,dos
tcp,863,684,179,137.135.198.152,192.168.135.133,imap,A,0.08710898351100095,0,40,1,u2r
udp,297,184,113,197.181.227.245,192.168.5.69,sip,,0.31901823010440417,0,42,1,dos
tcp,1140,312,828,159.163.222.62,182.80.217.149,imap,SA,0.14779718240974007,0,88,0,normal
tcp,76,63,13,192.168.12.166,52.91.200.134,mysql,S,0.2912873553568808,0,23,1,probe
tcp,633,385,248,192.168.169.189,192.168.151.190,ssh,SA,0.07428718093418679,0,61,0,normal
tcp,736,498,238,132.245.108.196,192.168.12.240,http,R,0.08241189113628465,0,3,0,normal
udp,1038,504,534,192.168.160.107,184.216.91.137,ntp,,0.04262964562429978,0,32,0,normal
tcp,1133,666,467,129.2.15.220,176.133.0.203,mysql,S,0.08443815112734593,0,4,0,normal
tcp,331,225,106,192.168.101.166,192.168.192.178,http,SA,0.011320458914257864,0,94,0,normal
tcp,193,93,100,192.168.243.211,192.168.56.215,ssh,SA,0.08078863601418529,0,36,0,normal
tcp,1500,536,964,192.168.230.182,192.168.101.219,mysql,A,0.06627769672215783,0,94,0,normal
tcp,597,234,363,78.22.20.69,192.168.215.67,imap,S,0.09489691163614761,0,39,0,normal
tcp,53,47,6,192.168.159.36,192.168.25.192,ftp,S,0.3337242091412513,0,78,1,probe
tcp,565,381,184,192.168.39.48,68.179.28.240,imap,FA,0.01166831686122604,0,31,0,normal
tcp,806,387,419,192.168.207.199,192.168.122.121,ftp,F,0.00645212100510513,0,82,0,normal
tcp,1084,633,451,192.168.180.151,143.33.106.223,ssh,F,0.014396045677444258,0,65,0,normal
tcp,200,75,125,155.70.96.168,192.168.49.64,mysql,PA,0.24382575463114728,1,13,1,r2l
tcp,402,291,111,58.229.71.58,192.168.33.147,smtp,A,0.07211065703083895,0,95,0,normal
tcp,438,322,116,192.168.137.44,173.214.209.9,ftp,A,0.12890140929000574,0,75,0,normal
tcp,1027,600,427,192.168.112.72,192.168.176.232,mysql,PA,0.025343654114610887,0,14,0,normal
tcp,780,223,557,9.113.187.235,183.164.136.152,ssh,SA,0.030608573387063305,0,18,0,normal
tcp,726,262,464,198.89.57.47,80.125.208.93,ssh,P,0.01147332426494341,0,2,0,normal
tcp,661,249,412,217.236.250.235,192.168.214.232,https,FA,0.002475871383121705,0,53,0,normal
tcp,73,29,44,192.168.111.80,192.168.129.25,smtp,F,0.01930971229766647,0,29,0,normal
tcp,703,503,200,91.198.8.249,192.168.210.191,https,PA,0.1624740327579815,0,43,1,u2r
tcp,433,299,134,183.9.56.47,192.168.182.115,smtp,F,0.09935141806423628,0,47,0,normal
udp,591,529,62,138.253.30.253,192.168.215.81,snmp,,0.47391314927511746,0,11,1,dos
tcp,62,42,20,192.168.104.105,192.168.168.208,ftp,S,0.14482438285514035,0,92,1,probe
tcp,973,274,699,192.168.33.246,192.168.242.39,ssh,F,0.025990123200696626,0,34,0,normal
tcp,764,682,82,86.33.66.74,137.242.144.139,telnet,S,0.11845061998743926,0,7,0,normal
tcp,1005,544,461,192.168.226.142,193.181.129.2,smtp,PA,0.008794424834817901,0,89,0,normal
tcp,835,441,394,104.69.90.221,192.168.6.13,ssh,SA,0.020773091929615062,0,65,0,normal
tcp,1130,750,380,192.168.63.69,85.134.139.198,https,U,0.04234291308408512,0,14,0,normal
tcp,481,343,138,192.168.108.142,144.155.22.193,https,U,0.007036373202759751,0,14,0,normal
udp,980,508,472,51.16.182.185,34.75.169.76,tftp,,0.6121678999827089,0,5,1,dos
tcp,902,438,464,192.168.33.235,192.168.29.121,https,FA,0.043685617562275424,0,76,0,normal
udp,627,262,365,192.168.79.83,192.168.190.96,ntp,,0.0069031183635454305,0,49,0,normal
tcp,717,256,461,192.168.182.135,197.78.19.68,pop3,R,0.10652930746647729,0,93,0,normal
tcp,612,434,178,203.19.198.254,192.168.37.27,mysql,R,0.006939445089324198,0,91,0,normal
tcp,115,95,20,192.168.206.207,192.168.202.71,pop3,S,0.5286844611374258,1,6,1,dos
tcp,937,564,373,77.32.239.48,68.132.158.128,http,P,0.021465982633409025,0,18,0,normal
udp,1352,721,631,192.168.217.160,192.168.245.110,dns,,0.044695005645654616,0,80,0,normal
icmp,284,137,147,192.168.197.171,212.104.70.202,destination-unreachable,,0.059104261890358716,0,69,0,normal
udp,669,216,453,192.168.187.210,192.168.41.109,ntp,,0.022651033903883445,0,27,0,normal
tcp,64,52,12,192.168.93.238,192.168.52.202,ssh,S,0.24892667250050182,0,7,1,probe
tcp,308,108,200,192.168.11.161,87.184.235.112,ssh,SA,0.047429801755041405,0,42,0,normal
tcp,124,61,63,12.62.20.179,164.9.182.197,pop3,PA,0.06035308477020147,0,37,0,normal
tcp,780,176,604,192.168.41.247,122.177.72.254,pop3,R,0.018891860150777786,0,34,0,normal
udp,568,397,171,117.84.160.55,192.168.105.128,dns,,0.05746103307465662,0,53,0,normal
tcp,770,397,373,73.67.51.31,192.168.35.186,http,P,0.047180585558904,0,49,0,normal
tcp,60,57,3,192.168.44.5,192.168.65.27,ssh,S,0.27439103740537035,1,6,1,probe
tcp,741,375,366,221.248.232.175,192.168.173.183,imap,U,0.043729593641695236,0,46,0,normal
tcp,53,36,17,192.168.195.140,10.71.192.229,pop3,S,0.11446500693279253,0,93,1,probe
tcp,200,79,121,28.3.108.208,192.168.237.206,mysql,PA,0.14719386420301603,0,24,1,r2l
udp,224,183,41,42.102.68.175,192.168.193.180,tftp,,0.3573971420609237,0,41,1,dos
tcp,306,235,71,118.114.245.155,192.168.60.145,pop3,U,0.4096939347333406,0,38,1,dos
tcp,895,569,326,192.168.231.199,192.168.232.252,http,A,0.06557848640223922,0,56,0,normal
tcp,1122,729,393,192.168.32.199,192.168.39.214,telnet,R,0.05834600822354062,0,44,0,normal
tcp,671,253,418,192.168.91.180,105.52.57.42,https,S,0.0342812530738026,0,12,0,normal
tcp,895,622,273,192.168.19.101,117.224.183.183,imap,SA,0.019894881021124026,0,80,0,normal
tcp,405,261,144,192.168.253.245,192.168.146.145,https,PA,0.061003599455364876,0,29,0,normal
tcp,779,514,265,12.7.192.142,13.170.227.80,imap,A,0.03479476649375592,0,84,0,normal
tcp,313,140,173,192.168.31.75,192.168.195.208,ftp,FA,0.007213612287855323,0,89,0,normal
tcp,671,579,92,192.168.42.237,192.168.249.254,ssh,U,0.018366628272764092,0,91,0,normal
udp,590,551,39,192.168.200.176,192.168.37.164,dhcp,,0.30430443851626654,0,26,1,dos
tcp,58,52,6,192.168.153.38,192.168.151.153,mysql,S,0.5701029583947962,0,23,1,probe
tcp,60,50,10,144.129.215.175,192.168.184.179,http,S,0.30306230109326465,0,31,1,probe
tcp,585,354,231,8.222.208.174,192.168.159.203,ftp,F,0.07990107240235711,0,8,0,normal
udp,479,256,223,192.168.231.129,192.168.213.158,ntp,,0.08374571765053769,0,30,0,normal
tcp,1250,565,685,192.168.133.138,137.69.196.71,mysql,PA,0.0007193933678226362,0,47,0,normal
tcp,289,121,168,122.167.122.113,158.231.201.231,https,R,0.018735776770504895,0,84,0,normal
tcp,740,593,147,192.168.2.240,192.168.59.168,pop3,S,0.5165753536591534,1,86,1,dos
tcp,60,37,23,192.168.115.242,192.168.195.24,https,P,0.047163740111483575,0,93,0,normal
tcp,550,119,431,104.208.41.177,119.129.85.112,http,A,0.01604417290185752,0,98,0,normal
tcp,1231,835,396,139.151.250.118,192.168.100.160,imap,A,0.03449858320156932,0,75,0,normal
tcp,61,38,23,192.168.89.105,192.168.180.32,https,SA,0.050498969032718805,0,2,0,normal
tcp,60,56,4,192.168.41.250,178.70.114.236,telnet,S,0.49874882840043705,0,56,1,dos
tcp,800,325,475,70.222.246.90,192.168.71.165,ssh,A,0.12058197219245205,1,50,1,u2r
tcp,696,281,415,67.70.225.145,192.168.54.84,telnet,A,0.19891864468593282,0,69,1,r2l
tcp,59,50,9,167.42.42.125,192.168.33.181,pop3,S,0.09345845177490072,0,38,1,probe
