Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Label
123,256.49110613990007,21,24,4829,4545,63.22691643374402,16.363535804987364,0,0,7,15,0,1.1128542455762505,232.88101680040756,BENIGN
123,94.20807897634343,6,15,6558,1201,1255.6200005465892,34.385511723375814,4,1,9,9,0,0.563390412851164,263.5458619702305,BENIGN
22,237.9492255237481,116,115,98311,3364,12398.29298369595,59.49129617826362,179,8,48,375,2,8.262679933814347,1076.8421311387729,DoS Slowloris
80,7.368616571738373,24,8,7355,4292,173.81722607603479,11.20933319626972,4,0,3,19,0,1.5985303782756313,248.44036939645127,BENIGN
8080,465.62925714020565,703,24,91166,7166,3232.9925240749812,2.3227674072988767,731,162,0,109,0,9.618669924554858,947.5728455859007,PortScan
123,89.52536664854638,26,1,4881,1582,263.0159006549682,27.46748679216236,3,0,5,7,0,1.753479897251503,641.8037537310989,BENIGN
443,11.305292187270673,44,12,396,3989,220.3016003770222,31.490230144114157,4,1,7,4,0,1.4835138195081903,753.029748300494,BENIGN
80,398.1659379322633,23,13,4400,4119,2377.6391939657356,3.08060668927703,1,0,3,6,0,0.5205457735190144,292.2547991602974,BENIGN
80,824.9733950596242,100,101,1436,2700,5306.629456870272,63.9477893060907,16,2,19,42,0,7.123700975811826,735.8816207672857,Infiltration
53,180.93904637081206,48,9,3313,3021,2953.894396101636,5.316836123566126,3,1,7,4,0,1.2300584047145804,565.3959078281598,BENIGN
123,48.145629150928215,5,26,3177,873,1304.759506138943,114.07965280580146,2,0,6,0,0,1.8149615958623675,581.5151295583369,BENIGN
80,34.32221877482445,10,24,6785,4583,437.74621319571634,5.1368455110583024,4,1,2,19,0,0.8193003885799748,205.56562761726897,BENIGN
23,561.8553475910592,78,166,3743,1935,1122.210156322183,21.514512125030915,613,174,9,167,1,4.044705724030893,279.3099988013563,PortScan
21,752.997879679317,780,94,93888,7177,2210.581852409572,21.785541580670895,142,3,25,434,1,8.108741372474185,1077.664996153408,DoS GoldenEye
53,82.19003677123186,40,22,3056,1026,2070.2778145064076,5.407631457665022,4,0,1,9,0,1.6881771307016238,577.8350680134408,BENIGN
123,157.78864571025605,49,11,9103,2134,411.9059584696438,7.805064534297566,0,0,6,3,0,0.7806295884036603,388.73448282947527,BENIGN
80,56.9752702039087,15,22,8287,2111,1146.8123523737709,17.40764213202588,1,0,7,17,0,1.4082552200415708,652.4993050815974,BENIGN
123,89.91562646511187,3,15,8132,3590,460.35351181975443,11.490048299596369,3,0,5,8,0,1.3566547957809887,259.51411126611504,BENIGN
80,269.0955965247245,44,9,3767,2653,1157.3738525072351,7.55315143024905,0,1,7,6,0,0.7736259785502373,546.3530883938706,BENIGN
123,270.16957117157887,1,9,8151,262,1007.7130900635099,3.5440972132437816,0,1,2,11,0,1.3944087993762229,208.00502902269534,BENIGN
80,138.48050067709542,29,9,1207,4875,148.30721218549334,14.20684974706173,0,1,6,14,0,0.5643120424837005,287.09408529960865,BENIGN
80,35.463729549327354,13,8,7173,3962,134.2986782532701,0.9739100631589538,0,0,7,4,0,1.631355537218222,774.4689320204743,BENIGN
80,788.4917213238263,40,25,7419,3685,655.0082584422963,15.260538442124062,1,1,2,3,0,1.9366330010070558,600.0070392772649,BENIGN
123,475.2297031999783,45,5,8452,2302,2410.2643796251646,13.815607688315678,2,1,8,11,0,0.7186145696916387,334.2183122653277,BENIGN
80,509.089144996455,9,8,3961,4859,78.96093161368235,14.098044106444087,3,0,0,15,0,1.1652440442229117,205.03940254214186,BENIGN
80,339.26147874643505,40,25,2571,331,144.19879116416374,16.299932839570733,2,0,9,13,0,1.9202885503401816,343.7799018724036,BENIGN
53,19.633638271410273,39,19,2939,687,8.407127026883868,3.4847514218234825,3,1,3,2,0,0.5961540837204555,326.4696525414952,BENIGN
443,34.46901609860589,14,22,8326,100,499.75067228142467,28.91328499401402,3,0,4,9,0,0.6652136419942225,752.0357700022856,BENIGN
80,1140.7476913646185,954,75,82884,2838,19071.621469607726,52.619663614158384,35,0,25,7,0,7.928630357044328,1240.5493315611247,DDoS
8080,65.35254692162108,260,194,56318,2712,305.83319145062063,242.16536784572992,1,4,3,36,0,7.652689948662029,1071.0320165675364,FTP-Patator
21,17.578268179417325,28,158,78796,2857,1168.0337202637456,205.1050585864242,48,2,13,24,0,2.3261599937628863,871.3358966625724,DDoS
80,244.47548471005058,24,1,2886,1209,71.93102077503013,4.828233940058123,0,0,7,13,0,1.7695065734120932,277.73593430014944,BENIGN
123,145.21803625444875,45,15,895,4688,509.14936954986104,8.667284278215726,1,1,7,12,0,1.3096287990186628,354.8612295701605,BENIGN
80,975.1188584266075,513,194,39328,3002,2929.4155771313494,185.54799019380738,21,3,6,3,0,8.255387731389531,615.8162199813481,Infiltration
80,338.9081197557659,953,190,92758,8008,253.39064111506383,16.537024014039243,299,2,44,403,1,6.659247385978506,230.03483330403222,DoS GoldenEye
80,95.25354719840608,45,3,6849,3473,370.34152044323935,26.913201014645995,0,0,6,3,0,0.8595853335497887,429.37971268128064,BENIGN
80,302.0102452210412,15,1,7286,429,1119.271002572959,19.023729041699603,4,0,1,7,0,1.6013863380059963,698.4047767920822,BENIGN
80,448.5317939590405,747,81,31601,5576,14973.77082796851,46.96695147049497,3,2,25,48,0,4.921196383730564,626.3207144355604,Infiltration
80,46.49573730354988,42,16,7548,772,562.2759698520382,27.01850297146834,3,0,1,12,0,1.809799923689636,548.9996120643895,BENIGN
67,230.15843743688427,5,6,7220,4337,487.8022163908306,51.240407623262705,0,0,6,0,0,0.5648246628878799,774.3360944614076,BENIGN
443,34.805739863969706,42,23,6396,1923,91.92650553153055,15.899674652993472,1,1,5,12,0,1.4330355693374206,786.0501221160004,BENIGN
68,555.3018852499497,20,16,4079,355,520.8605469817102,21.618494740798425,0,1,7,16,0,1.6952225366138507,621.39986622139,BENIGN
443,231.6502158771355,31,15,5429,3214,671.9495359991789,3.0498983405145887,0,0,0,12,0,1.8866917039726512,437.93063461900806,BENIGN
3389,806.1464640380171,330,7,10754,6100,888.6863320745139,61.920975465416106,36,4,28,24,0,7.7761238881188985,1338.8763357202888,Bot
23,994.1005262033528,628,185,70551,2867,7061.723428539023,514.555062342632,305,4,16,404,1,9.381851294186562,553.6467746352048,DoS Slowloris
67,145.5031372756095,49,11,7385,1004,252.20878006629908,79.55337581771205,1,1,9,18,0,1.108406719031058,353.00096913452643,BENIGN
3389,51.665065180917495,921,76,81379,7025,12084.53581347699,92.35133967362289,13,3,19,10,0,2.7571011469683837,128.92025563704289,Bot
80,99.18986721814449,35,12,9095,1980,364.5281101892159,11.643856400336203,4,0,6,4,0,0.6009127432224834,286.44813908366336,BENIGN
123,249.3200500039877,18,24,7819,1947,157.12560384232034,2.0991655199565145,2,0,5,14,0,1.1561610210677193,544.026180536772,BENIGN
80,130.24297822725973,42,13,4837,4769,1055.9106645039478,30.19379414582698,2,0,5,17,0,0.714208465083483,731.0742839438208,BENIGN
443,81.92820942474016,734,110,28104,2057,565.6955622679146,17.148122046854517,124,4,3,162,1,4.476568706671658,862.3339975720178,PortScan
22,87.27361052478118,697,141,66604,4461,5602.751610551848,101.98447968079236,37,4,13,30,0,6.969196856607921,878.1296688967667,DDoS
80,476.15287510810333,24,22,3817,2436,1408.7484184638597,13.942131105032976,3,1,9,2,0,1.5599127836208684,337.39892365049667,BENIGN
443,182.271568649436,8,18,5261,494,2338.055098410811,4.23854965789151,2,0,4,3,0,1.5302827593726165,331.51493786853104,BENIGN
443,61.07934096877338,5,14,4528,4153,110.71619032485687,27.015754295877713,0,1,2,4,0,0.6916614963900891,652.440271224619,BENIGN
80,397.27657817693637,921,47,31571,3024,14462.381076264388,65.56465028754108,9,4,16,30,0,9.607492231093817,893.5103298896519,Bot
443,9.740875407790323,5,15,7511,4611,3337.3864383213945,17.685267514434972,1,0,7,15,0,1.8533844890167472,656.0694526276429,BENIGN
22,713.4486318356412,36,83,82906,3055,1431.0686731652122,315.92352518459023,58,1,18,84,2,5.320856015023502,1126.1588241489203,DoS GoldenEye
443,14.078847642230935,24,3,9923,4693,359.3217469907548,80.42228374056407,2,0,0,5,0,1.4422965328781105,574.4399407273131,BENIGN
443,472.21671297665654,1,10,8415,1584,899.7141151660596,33.461743890199315,1,1,1,19,0,0.5049305299221049,648.8152965562734,BENIGN
443,195.6982980267949,26,7,8574,1096,932.6406691973477,37.96264676454252,1,0,5,2,0,1.4893278623685537,432.4504334425171,BENIGN
3389,715.9988657354822,210,123,18614,1527,632.7279383951263,213.1086728969749,9,1,4,39,0,3.8857550654494797,814.9585199144766,DDoS
443,208.7304574126746,39,29,1913,3878,3.7973429668460974,36.17943391317641,0,1,4,16,0,0.8966285994799177,713.7444545167517,BENIGN
443,105.34096675934674,17,17,6971,4044,522.7142590287232,41.2039271204027,0,0,1,13,0,1.4864608475403405,397.1394330850535,BENIGN
443,67.51047760546149,25,13,8279,3439,63.43004944435637,47.79280517757833,2,1,7,12,0,0.9418459191248998,225.45286807170132,BENIGN
80,79.89242449636507,7,27,1897,1177,339.6902632628447,15.983810367050966,1,0,9,18,0,0.5173955183303047,757.4692337728599,BENIGN
80,353.1385725274963,19,23,1085,2162,3605.9283523717304,34.08270966769923,1,1,1,4,0,0.7983857221887123,630.3483569255568,BENIGN
67,22.82118537391798,19,19,9972,1200,1428.555495252962,13.116790102804114,3,0,1,14,0,1.6792162673990887,511.4931020493997,BENIGN
123,75.98135082351298,37,10,1471,4936,639.9426183705266,31.133907318313785,3,0,0,15,0,1.0403162103366435,388.9999434893209,BENIGN
53,92.42479989643454,7,5,2953,1363,4661.347445508062,37.43246237471749,4,0,8,7,0,1.0337247965049432,279.7771184335746,BENIGN
443,49.05672958896719,31,21,6884,4297,4589.184929965243,10.659335119317777,1,1,7,11,0,1.7519812053153145,451.2621660286834,BENIGN
80,301.9573976315013,21,10,2539,234,1521.584780134496,22.540464577742313,4,1,6,2,0,0.5895849663883035,480.98840879459965,BENIGN
443,130.87726309093932,19,24,5291,3675,724.6882920649414,36.346184443961526,0,1,0,5,0,0.8447530257629302,761.4418568097648,BENIGN
443,229.792193478547,20,10,351,2895,578.7205035815742,0.31366899971819623,1,1,3,2,0,1.226381259530247,460.12840846125965,BENIGN
80,41.90291211646943,31,26,7853,2259,1964.375061605016,22.543630810699966,3,0,3,10,0,0.8611522938039577,328.56354564160887,BENIGN
80,37.802227075571125,539,51,4684,3325,4383.762908320822,22.459726554428677,325,4,21,368,0,3.4907795132297537,474.4619277422808,DoS Hulk
80,217.9571093051099,20,8,2437,3139,1575.2855538003078,48.9043809146634,1,1,3,11,0,0.803937431119059,406.104710046665,BENIGN
443,41.69173939696018,7,21,8019,516,645.6987236379299,20.447875384439875,0,0,8,10,0,1.6776626563469867,357.88766443953324,BENIGN
23,37.92560789664222,43,129,75642,9197,3504.6573809205406,357.9855770518085,39,2,3,47,0,8.583647072044185,134.17997731456893,FTP-Patator
443,126.24996438251385,10,3,4396,2429,236.32485212131823,8.433471942271266,4,0,7,9,0,1.8625425921650494,464.28542660485414,BENIGN
67,67.90334023736094,32,10,5046,3538,388.8199728645595,22.903744504144136,4,0,4,19,0,1.2296400485412595,551.5490672774258,BENIGN
443,29.11300562392839,5,25,7496,2034,1932.4973826673036,38.25918811007778,3,1,4,2,0,0.759676960509132,283.07100758210197,BENIGN
443,490.676417460214,24,11,6422,1446,299.00999343537984,26.873445283775492,2,1,2,13,0,0.7834318509724141,280.5434359287465,BENIGN
68,4.679966761177594,32,22,6600,4334,824.759497501804,12.831986124863292,3,0,4,10,0,1.1166336864986577,664.4764722978492,BENIGN
68,248.47507990719993,23,9,2565,549,215.37783547446514,25.86800955944976,1,0,4,1,0,1.269863261080379,319.9576000251681,BENIGN
80,237.97996903807422,31,26,2266,4570,2217.0161575496354,21.132599116808546,0,0,2,16,0,1.5535047012733467,783.1854003096852,BENIGN
8080,256.33558694096956,316,158,42421,8086,9097.207809531688,47.7185897909677,15,2,12,33,0,9.914937171768777,601.3736635844884,FTP-Patator
68,321.3957788409035,35,1,3800,1926,328.3279084769811,10.301353527301657,2,1,0,19,0,1.5522601657073218,260.2661622617162,BENIGN
443,398.77392124347324,9,3,6466,3717,1159.477932737457,53.389011669140125,4,1,5,3,0,1.634782718248716,791.4659782535821,BENIGN
80,670.286477140069,796,37,22397,2110,105.55256010518382,138.54300606546877,25,0,3,49,0,4.911091623443469,1472.18109584336,Infiltration
53,326.9774790893622,21,6,2191,945,460.49877803597593,47.102548422875586,2,1,2,17,0,0.6055779052706419,327.0812663534896,BENIGN
3389,150.6268556271838,506,63,26282,5229,6590.937322545621,175.70304229732668,36,1,29,32,0,5.7633549419938195,171.31428344976425,FTP-Patator
443,49.03858112857182,9,4,6356,3140,342.4036772465785,32.4834249189843,2,0,3,0,0,1.1111502373245354,477.5376297120436,BENIGN
53,163.88612799399291,11,29,1794,2020,892.8050702527121,16.846955898512682,0,0,0,16,0,0.704592439653114,757.4652719070592,BENIGN
3389,253.77473202058155,465,88,15200,4577,481.3386386379274,7.330752911806838,438,9,12,441,2,5.403494937022376,356.8294345094239,DoS GoldenEye
443,130.0154735151903,5,27,6261,115,1483.1784886062171,9.25088855266017,2,0,2,19,0,0.8763823657046617,338.43470546442745,BENIGN
67,82.8209921602881,15,27,4263,2562,277.6866823115197,44.410106897392964,2,1,4,0,0,0.9211144764059912,209.65562614642067,BENIGN
443,19.560880824142842,31,15,2592,2068,23.64097957648954,13.09225031148905,1,0,0,14,0,1.9802483540059783,782.4478820004191,BENIGN
80,15.271966240170096,18,4,1558,2933,60.32468812076437,45.189761515540134,0,0,2,8,0,1.2878350109870884,264.1016065643073,BENIGN
80,158.48721286551077,41,23,6649,1051,3473.718924933096,16.686689670236895,0,0,2,9,0,0.6508376951300225,532.6291362901582,BENIGN
443,1.1352443383034445,7,29,3983,3590,478.324562784393,12.692783205593141,0,1,2,18,0,0.9408549368952248,250.5737287833136,BENIGN
80,181.397444105684,34,15,1594,2884,33.14450614570492,11.872975962208898,3,0,7,6,0,1.913331337136433,560.2105872645648,BENIGN
80,111.96005856546905,696,58,67392,8597,35.45139877289188,71.92129691952978,18,4,21,11,0,5.796658847982779,1307.0903543246773,Infiltration
23,510.7595297715599,100,124,66340,2339,10921.615946158554,50.583304069528076,49,1,3,18,0,3.9660545098606197,975.570840096555,Infiltration
443,50.05517602456872,45,20,2992,3829,392.5340136260258,63.11922719179912,0,1,7,3,0,1.6597805942798116,290.51344767302885,BENIGN
80,427.793888612626,40,4,4062,2525,1737.668416859511,1.308699873590359,0,1,9,5,0,1.0750204724229897,518.9712665259393,BENIGN
443,617.5867955363077,17,16,5828,280,418.4846100529125,1.7735954461550145,0,1,0,16,0,0.5468042031196982,419.85955131860203,BENIGN
443,82.26035913672499,18,21,7764,879,1742.1430204703504,13.612087152972059,4,1,1,18,0,0.8511261269344615,686.6496084937721,BENIGN
80,13.015805928882946,19,27,4621,2592,1733.2757067793264,41.95893977240128,0,1,8,1,0,1.860474264508624,362.91514919580834,BENIGN
80,131.55528196801393,23,21,5644,4706,511.37464748085904,15.28412464731771,3,1,3,1,0,1.8732299837764073,533.5580861004737,BENIGN
53,16.06022345717494,46,22,2930,3973,728.3359098474972,1.086829634882964,1,0,6,15,0,0.9537036937690164,321.54902024299054,BENIGN
123,693.2782763443589,34,1,4735,4136,1385.4440656606596,12.386927022386057,2,0,4,15,0,1.5082572464951702,659.6875272848738,BENIGN
53,315.06904477468424,32,11,9707,2991,2398.24469709365,1.1212805848066356,3,0,7,8,0,1.8296130951235159,483.51088248971473,BENIGN
80,62.65478825465435,31,1,1819,1800,120.58448214098352,1.6827419218241624,2,1,4,12,0,0.8188486913074231,719.228633353858,BENIGN
68,81.7347224031194,18,10,3000,392,10.820816687766149,15.306976150626932,0,0,1,8,0,1.551377997208248,448.6582312263331,BENIGN
443,181.22215179088167,32,19,4623,4188,52.007470913059926,3.574058361231846,3,0,9,10,0,1.0272302512858433,507.2307758217027,BENIGN
80,70.27778467675343,13,26,3594,908,1380.450240800671,2.3593763939094003,2,1,7,9,0,0.9966218279700181,780.0480755779041,BENIGN
80,8.091080168067517,18,15,4716,4836,174.50828955926997,116.76424174571477,3,1,2,17,0,0.8713082911585335,357.0927660022368,BENIGN
21,107.2276727193136,927,61,24927,5682,15635.080610765122,243.0205452636753,38,1,8,19,0,1.6195696957936119,769.5767041961341,Infiltration
53,91.29321038845171,36,16,9127,1326,55.07807483715414,0.17441505493204457,4,1,6,13,0,1.056147456332669,372.5090565590076,BENIGN
21,25.274240289803906,381,158,93466,5734,4990.121911925219,107.60555667214892,41,2,11,36,0,5.012783905397791,204.40864914834395,FTP-Patator
23,534.9567658111133,563,20,53160,3393,3721.3229752731154,43.7332138788524,19,2,27,3,0,0.4396047351777942,1325.550783278597,DDoS
443,129.3278129931566,25,7,9013,649,351.67302855563275,10.413663307568138,4,1,3,4,0,1.2401249664161589,210.0203505111061,BENIGN
53,184.02252698717703,1,7,6158,3314,8.494882238282457,3.3182373114026693,3,0,9,11,0,0.744052836617821,468.7940209288272,BENIGN
443,214.76813698711217,18,26,9785,4499,91.06999832806696,36.23881645665793,2,1,0,12,0,1.0773244063901386,454.2618970872215,BENIGN
67,736.557647408968,47,14,1490,505,173.87455953792568,54.05861938216639,3,1,8,13,0,1.4250481916352415,457.2466195069367,BENIGN
3389,122.41993127938412,415,152,98851,5110,493.2961181691625,251.93804960036235,42,4,15,46,0,2.0364793374265666,921.113549046188,FTP-Patator
443,574.1405543626811,32,10,2016,3419,18.94262281277654,60.81903162494289,0,0,4,18,0,1.1795256666398306,610.6799797328213,BENIGN
80,114.46789692801708,15,25,6109,335,431.16385402019125,3.8941340087341008,4,0,9,9,0,1.1203417866173124,287.2434754535009,BENIGN
443,717.1147639999806,8,15,6908,3656,521.730181911769,5.828686892581157,2,0,9,5,0,0.9193608951669554,635.5220720813046,BENIGN
443,299.2770168940998,21,21,2055,2152,322.5736119300614,45.63777031046452,1,0,3,16,0,1.0138045631002093,651.7882763732447,BENIGN
443,716.1418648642948,18,24,892,2856,388.79867685885284,13.203888829578203,4,0,7,10,0,0.7642201199215657,728.3846225751857,BENIGN
443,392.9795060072514,21,24,9539,3243,255.15703999204658,51.01744971164567,3,0,6,5,0,1.4992197677721877,281.76498490686623,BENIGN
443,67.63259561336461,15,27,697,2097,181.35729963883432,19.7974364698585,4,1,1,16,0,0.7174212592339393,428.13396471383476,BENIGN
80,185.73465693360816,41,12,5309,1013,478.41230888879926,3.261845520224579,4,1,7,4,0,1.8102478896592828,406.8923830910354,BENIGN
8080,618.5381219366506,96,33,56460,4409,6795.163407518015,216.1968771135144,2,3,19,11,0,1.4001970298364665,1325.193066886483,Bot
443,25.195394886653123,43,4,2167,2622,267.2925498338574,25.225229713409227,2,1,9,13,0,0.5881455432951431,475.8188664769445,BENIGN
443,192.1507396418861,9,21,4864,889,393.41428968537605,11.404326303145362,3,0,1,1,0,0.8581808422244135,768.0511819503347,BENIGN
23,630.4279200640124,805,10,53802,1808,7510.472119437746,390.5806027882368,25,0,1,22,0,4.055117049186735,444.7427256970437,SSH-Patator
443,180.49781111283843,5,8,1040,1173,65.18522436981682,17.640505842891013,3,0,6,17,0,0.8557841324208212,419.3616681576435,BENIGN
443,39.14822118200265,8,26,6982,3686,603.6429531003007,21.046724869972202,1,1,1,12,0,1.254001836816488,259.3647758635281,BENIGN
443,12.517899170429775,21,24,6940,2109,1707.8394892197819,21.150109582260423,0,1,1,1,0,0.86702530595408,358.1131372328811,BENIGN
443,116.01136185413397,10,4,1202,4978,524.4360111625201,23.982267236507635,3,0,1,11,0,0.5050319932677755,412.17832935356273,BENIGN
53,323.9593289565705,45,14,4318,3219,663.5722455216616,31.27504375917775,0,1,9,16,0,0.7195231172582119,268.0579696715568,BENIGN
443,6.440977660431714,36,22,6688,3624,991.8522416831834,0.10800542946032632,2,1,9,16,0,1.6808514914786545,446.6484708414792,BENIGN
443,410.5269127616535,22,17,2777,3628,297.6591532321773,4.248499931076881,3,1,9,8,0,1.573850619452086,246.7430915326316,BENIGN
123,386.2103137340989,24,27,5017,703,169.54430856816438,4.984702712020685,2,0,9,4,0,0.7994262059366147,367.11415520611996,BENIGN
80,15.370967764390228,22,11,9140,816,528.2818508131049,6.72891590006378,3,0,5,18,0,1.6051808121058964,315.7976589266528,BENIGN
67,354.2748958915929,37,8,7979,4465,2138.2312118240457,79.4044532901253,3,0,8,9,0,1.4032542273448538,581.3701591053094,BENIGN
123,33.15054568296917,42,21,9554,485,2941.6433365743737,36.14715225855386,0,0,9,10,0,1.8273263962133637,769.4874357589265,BENIGN
21,283.4257955465784,395,70,45489,6361,6440.253418972394,46.82226010882661,37,2,22,47,0,9.628862071657005,1232.6826925604048,Bot
80,93.88353806630371,2,14,8761,1335,734.2762531826728,4.935853282727806,3,0,7,5,0,1.4973027109989785,248.92053347657884,BENIGN
123,283.62098628505197,8,1,801,4170,2403.5000004521253,27.147680636231083,4,0,0,10,0,1.9694319287344975,740.8501636416272,BENIGN
123,125.34021149301493,4,4,9671,307,381.436298452738,17.304988804996167,3,1,7,19,0,0.6740968515994099,216.30200064326033,BENIGN
80,765.5545859533604,802,47,61617,1375,4857.549988582618,44.51142242029247,188,5,48,476,4,1.1630706096109829,1453.107731309064,DoS Hulk
80,21.905370737258743,28,7,1262,1628,402.46573864014874,1.618990417188387,0,1,7,15,0,1.937333800494743,432.7863396740655,BENIGN
68,209.03555370320373,6,15,2292,212,581.3885712010492,65.92371168391979,1,0,0,16,0,0.852249858880014,537.0311337277094,BENIGN
443,118.49356266801037,35,19,3337,3460,744.1584533760048,34.15518864058156,2,1,6,2,0,1.8905172930537941,327.8067634360274,BENIGN
22,121.85582683674029,944,111,21237,4967,10618.15308907653,242.79448926360155,296,1,25,86,0,5.35723533626647,767.9449545142757,DoS Slowloris
8080,956.1838774532458,272,150,80661,850,5355.455085298931,3.564187653444184,45,2,23,22,0,0.2322285447254591,1152.6760694861673,FTP-Patator
67,88.27806107188165,13,4,9065,4419,872.4766072328414,40.51656292095774,4,1,2,5,0,1.0051389085851181,284.8912627521106,BENIGN
80,1225.458279748351,7,27,2835,1203,52.198676466722354,0.34134360850942563,3,1,9,4,0,1.139846629396777,650.0919224177476,BENIGN
443,372.46565065144955,8,16,1517,2033,915.8905197964035,36.22032590372165,2,0,8,2,0,1.803121081310905,342.11838174263914,BENIGN
80,358.8988789501713,949,95,84449,4995,695.4846966759986,172.99963007183248,4,4,9,17,0,3.102172245029986,666.3809368635092,Bot
443,213.92299111448315,5,22,4013,2885,692.0152639514712,7.792699076572546,0,0,8,16,0,0.7936131645383528,772.8473890435138,BENIGN
80,104.65814921340876,44,21,1428,1670,50.15227457486488,10.71754932423126,1,1,0,14,0,0.7478946259950046,238.0627629624483,BENIGN
443,49.84310505240149,23,26,7693,1888,2600.973966105953,5.866301753822217,0,1,2,0,0,0.6618338767014875,540.9474726147056,BENIGN
22,149.60121156841262,592,122,45001,1020,6750.095341701761,302.14538098344184,28,0,25,28,0,6.342160548185379,578.9332333111831,Infiltration
443,5.961907597149165,39,24,7134,2315,1299.614463706856,11.42034535755117,0,1,3,7,0,1.843927352150193,633.3237560442205,BENIGN
443,650.618778479072,382,73,84124,1442,8672.527773662623,101.30850179026409,659,185,5,130,0,9.51419929417294,579.929556465573,PortScan
80,224.2646346231764,3,15,5083,3991,207.6450239089184,25.5477384323801,3,0,3,14,0,1.284482734145942,739.5717383941114,BENIGN
3389,917.0644636626279,309,26,27556,8512,11644.724397998605,5.4294462831696055,968,107,3,118,1,9.913156813841741,1039.7466338487964,PortScan
80,448.0590253730248,4,21,3342,4255,125.69119339523583,15.200036540838017,0,1,8,1,0,1.767439823940791,456.7554520221324,BENIGN
80,619.2841897370197,12,46,79812,3209,3880.580099646061,17.971627456497536,28,0,9,14,0,0.19247463451670577,1450.5038984275134,FTP-Patator
80,21.59951174934731,22,17,6671,2889,51.43158374767031,22.323176656336564,4,1,4,7,0,0.858431523864245,620.2485572382599,BENIGN
443,4.622116793422061,1,16,9229,1987,134.1687286601775,12.834249243884152,3,0,5,1,0,0.9030551011727772,727.3093456667152,BENIGN
123,300.14256088078486,47,21,4241,1483,2237.235504442207,2.847654670908642,3,0,8,14,0,0.5339133663126678,250.8059188700882,BENIGN
53,50.436257097158524,16,18,7075,1303,108.57170858185391,7.959096921618034,0,0,9,11,0,0.7492232736469098,714.3317309873311,BENIGN
68,21.304211247063744,43,18,3173,896,385.823815512864,0.26760566495785976,2,0,9,8,0,1.1469239554060033,569.0527303014212,BENIGN
80,72.21462532027925,37,23,190,2671,628.7368090831113,14.406995191110301,2,1,3,2,0,1.4833970403286443,661.4641640721361,BENIGN
80,440.4741467202118,23,28,6352,538,894.5518784462135,27.90927643451718,1,1,8,6,0,1.6092155408383861,504.68368014995986,BENIGN
80,36.08447483456533,449,153,23357,9870,2996.037653625554,440.427064695251,44,2,16,11,0,9.775883228298174,767.9453207676123,FTP-Patator
443,148.36376071581324,3,23,8013,3811,2492.802070847039,6.828499088983149,3,1,4,9,0,0.5792363791176338,747.2696284409038,BENIGN
80,1210.0461545645592,571,59,80428,1989,677.7550024765757,6.503053108071064,368,136,8,102,1,6.585043158679045,1091.9004916055394,PortScan
80,84.4165942427512,44,16,8102,4713,514.3144051111525,13.909933240795894,4,1,8,6,0,1.1237982366904977,453.96972400729845,BENIGN
80,46.76378999166641,19,18,582,2707,89.79409043582864,45.37290348272396,3,1,0,9,0,0.9811398253618596,392.7038716922996,BENIGN
21,912.2536530676527,918,173,4147,8409,4123.231503684563,169.92658128840654,26,4,4,3,0,8.322912467342253,460.99199138525654,SSH-Patator
53,710.6177529732828,27,26,5330,661,621.7721978850652,28.399432596435695,1,1,5,9,0,1.9649087938930747,432.5114245876218,BENIGN
443,262.1313658743776,36,22,6944,466,252.37479068074575,8.219010157818458,1,1,0,8,0,0.5978604844728251,423.6126452084345,BENIGN
80,91.58958299541912,49,17,3374,1098,35.04462231195662,22.743962287147358,4,0,9,8,0,1.7278520782749258,673.4282348818743,BENIGN
80,274.8545393139583,19,1,4914,3344,1147.2805180383743,11.385895697952462,2,0,3,15,0,1.398325217547806,491.1491821591816,BENIGN
443,12.714274604397618,45,17,1533,2133,539.8866808344093,83.48161866542684,1,0,2,16,0,1.4461575030453135,534.8306534240586,BENIGN
443,104.159925753629,14,6,2385,4927,58.96160661263196,4.543493349224853,4,1,6,1,0,1.8405557609575889,787.4350509742297,BENIGN
22,283.5233919998705,521,176,30971,2509,2690.6650571408277,182.9291800679311,17,0,22,18,0,7.754612849320762,731.692051724052,Infiltration
443,173.97324267219278,20,16,7856,1542,157.0261236809306,17.633732588910927,0,0,4,16,0,1.1765281509219365,492.45941410466776,BENIGN
443,193.06648705940427,37,2,6601,1161,247.67109064402592,5.678952232146458,2,0,4,11,0,1.1144776891339143,644.1483568866364,BENIGN
443,123.99587803795178,4,26,1132,2025,1714.4307107515006,46.596249897639765,0,1,1,15,0,1.5797780899145466,771.35240931677,BENIGN
443,61.67739455423271,44,9,2418,457,2305.131927429392,12.762217160936167,3,1,4,6,0,0.523478485818168,692.1837118700686,BENIGN
80,494.59525105541877,1,24,365,3530,1890.1458443968077,8.233319244717256,1,1,1,6,0,1.2726427603650294,416.6369354294705,BENIGN
123,83.63782358930708,17,28,5285,1693,382.86773968445175,43.29657676197412,3,0,9,12,0,1.332149542918125,661.9095206816055,BENIGN
80,1430.2899828681611,958,52,96693,7676,6597.04941383915,34.43968414536008,11,4,29,41,0,2.4140160884408264,642.8404768822353,SSH-Patator
