protocol,packet_size,src_bytes,dst_bytes,src_ip,dest_ip,service,tcp_flags,error_rate,wrong_fragment,count,is_threat,attack_type
tcp,3854,1237.0,2617.0,192.168.1.191,10.0.0.211,ssh,SF,0.2103311496878195,0,15,0,BENIGN
tcp,3311,2153.0,1158.0,192.168.1.39,10.0.0.39,smtp,R,0.0166706669557915,0,14,0,BENIGN
tcp,2347,999.0,1348.0,192.168.1.162,10.0.0.177,ssh,SF,0.1440383951438248,0,2,0,BENIGN
udp,2315,342.0,1973.0,192.168.1.215,10.0.0.86,dns,,0.1662986630914922,0,16,0,BENIGN
tcp,1322,410.0,912.0,192.168.1.114,10.0.0.225,smtp,SF,0.018468991355297,0,16,0,BENIGN
tcp,1993,952.0,1041.0,192.168.1.60,10.0.0.159,telnet,S,0.0359409146395525,0,5,0,BENIGN
tcp,2160,588.0,1572.0,192.168.1.34,10.0.0.62,telnet,SF,0.0161157845565754,0,12,0,BENIGN
tcp,3007,1175.0,1832.0,192.168.1.17,10.0.0.219,ftp_data,SF,0.1162164324673834,0,11,0,BENIGN
tcp,517,194.0,323.0,192.168.1.208,10.0.0.131,ssh,S,0.2192651199250197,0,23,1,Probe
tcp,1695,906.0,789.0,192.168.1.14,10.0.0.140,smtp,SF,0.1296946980074086,0,18,0,BENIGN
tcp,1966,1502.0,464.0,192.168.1.156,10.0.0.194,ssh,S,0.3572912436045493,0,24,1,R2L
tcp,1869,458.0,1411.0,192.168.1.232,10.0.0.168,smtp,S,0.1176046101920578,0,19,0,BENIGN
tcp,2056,1899.0,157.0,192.168.1.203,10.0.0.35,ftp,SF,0.0385292629698304,0,4,0,BENIGN
icmp,924,429.0,495.0,192.168.1.244,10.0.0.14,eco_i,,0.2346537025947148,0,22,1,Probe
udp,4938,3220.0,1718.0,192.168.1.7,10.0.0.128,dns,,0.0408571655479841,0,16,0,BENIGN
tcp,1648,884.0,764.0,192.168.1.146,10.0.0.235,http,S,0.0451486864330663,0,11,0,BENIGN
tcp,2492,1524.0,968.0,192.168.1.2,10.0.0.19,ftp,SR,0.0819261460791734,0,24,1,U2R
tcp,4733,841.0,3892.0,192.168.1.166,10.0.0.59,telnet,SF,0.0633285851654789,0,14,0,BENIGN
tcp,1473,462.0,1011.0,192.168.1.178,10.0.0.192,ssh,SF,0.3106414423175851,0,10,0,BENIGN
tcp,2092,490.0,1602.0,192.168.1.169,10.0.0.34,http,SF,0.231051983261819,0,13,0,BENIGN
tcp,1043,749.0,294.0,192.168.1.143,10.0.0.223,telnet,SR,0.2237674425314977,0,34,1,U2R
tcp,5414,2420.0,2994.0,192.168.1.30,10.0.0.68,smtp,SF,0.1795505394765499,0,7,0,BENIGN
tcp,3429,414.0,3015.0,192.168.1.174,10.0.0.70,smtp,R,0.1345504700733781,0,9,0,BENIGN
tcp,3308,1108.0,2200.0,192.168.1.160,10.0.0.182,ftp,S,0.0076394291180267,0,13,0,BENIGN
tcp,1511,52.0,1459.0,192.168.1.79,10.0.0.209,ftp_data,SF,0.1128046404194935,0,9,0,BENIGN
tcp,3604,229.0,3375.0,192.168.1.253,10.0.0.227,http,SF,0.0299366131872674,0,10,0,BENIGN
tcp,2438,908.0,1530.0,192.168.1.76,10.0.0.249,http,SF,0.1943822061238843,0,5,0,BENIGN
icmp,749,293.0,456.0,192.168.1.222,10.0.0.66,eco_i,,0.1654562398717411,0,47,1,Probe
icmp,2287,499.0,1788.0,192.168.1.215,10.0.0.4,eco_i,,0.0822333689364875,0,5,0,BENIGN
icmp,1803,1219.0,584.0,192.168.1.19,10.0.0.195,eco_i,,0.395002862622994,0,49,1,DoS
tcp,3193,671.0,2522.0,192.168.1.135,10.0.0.182,smtp,SF,0.257529152611079,0,1,0,BENIGN
tcp,2665,432.0,2233.0,192.168.1.39,10.0.0.28,telnet,SF,0.0683349350640201,0,7,0,BENIGN
tcp,1411,289.0,1122.0,192.168.1.101,10.0.0.159,ftp,SF,0.003391927230348,0,15,0,BENIGN
tcp,5285,421.0,4864.0,192.168.1.87,10.0.0.142,telnet,SF,0.2471633592193577,0,17,0,BENIGN
tcp,1039,572.0,467.0,192.168.1.186,10.0.0.63,ssh,S,0.7169342332896107,0,42,1,DoS
tcp,2441,1151.0,1290.0,192.168.1.213,10.0.0.51,http,S,0.0521160088428786,0,14,0,BENIGN
tcp,4144,2618.0,1526.0,192.168.1.33,10.0.0.38,ftp,SF,0.5379155032703515,0,13,0,BENIGN
icmp,1408,124.0,1284.0,192.168.1.59,10.0.0.229,eco_i,,0.2540756862187662,0,25,1,Probe
tcp,4801,2054.0,2747.0,192.168.1.216,10.0.0.135,ssh,SF,0.2712074398573969,0,13,0,BENIGN
tcp,7282,2544.0,4738.0,192.168.1.116,10.0.0.18,ftp,SF,0.1718471307490609,0,7,0,BENIGN
tcp,5507,2967.0,2540.0,192.168.1.220,10.0.0.179,smtp,SF,0.2193332480885459,0,11,0,BENIGN
tcp,1593,219.0,1374.0,192.168.1.171,10.0.0.148,ftp_data,R,0.0767464618382575,0,13,0,BENIGN
tcp,2754,1604.0,1150.0,192.168.1.169,10.0.0.106,ftp,SF,0.0249637819178578,0,10,0,BENIGN
tcp,607,261.0,346.0,192.168.1.158,10.0.0.106,smtp,SF,0.1358061576497922,0,14,0,BENIGN
tcp,2288,690.0,1598.0,192.168.1.203,10.0.0.232,telnet,SF,0.0660601484441251,0,14,0,BENIGN
tcp,2115,1970.0,145.0,192.168.1.215,10.0.0.189,http,SF,0.0702602301407297,0,7,0,BENIGN
udp,1146,580.0,566.0,192.168.1.173,10.0.0.169,time,,0.155719861023683,0,14,0,BENIGN
tcp,419,89.0,330.0,192.168.1.43,10.0.0.99,smtp,S,0.2262057762305455,0,40,1,R2L
tcp,2684,1025.0,1659.0,192.168.1.151,10.0.0.53,smtp,S,0.254766092508273,0,6,0,BENIGN
icmp,1029,312.0,717.0,192.168.1.11,10.0.0.189,eco_i,,0.2208668655353949,0,48,1,Probe
tcp,3496,1004.0,2492.0,192.168.1.21,10.0.0.175,ftp,R,0.1574566039835223,0,12,0,BENIGN
tcp,3165,1938.0,1227.0,192.168.1.110,10.0.0.95,telnet,S,0.154251419511113,0,9,0,BENIGN
tcp,1105,461.0,644.0,192.168.1.217,10.0.0.185,smtp,R,0.0840367474982583,0,18,0,BENIGN
icmp,6189,2286.0,3903.0,192.168.1.179,10.0.0.141,eco_i,,0.2378476395187247,0,35,1,U2R
icmp,6577,289.0,6288.0,192.168.1.205,10.0.0.155,eco_i,,0.1115274822371381,0,8,0,BENIGN
tcp,2508,872.0,1636.0,192.168.1.151,10.0.0.39,ftp_data,SF,0.1079787123246627,0,17,0,BENIGN
tcp,381,14.0,367.0,192.168.1.111,10.0.0.220,ftp,SR,0.4169669771680949,0,22,1,R2L
tcp,2022,65.0,1957.0,192.168.1.34,10.0.0.41,smtp,SF,0.0629698667178484,0,16,0,BENIGN
tcp,3495,1146.0,2349.0,192.168.1.239,10.0.0.230,telnet,SF,0.1762099001828424,0,8,0,BENIGN
tcp,2232,1512.0,720.0,192.168.1.203,10.0.0.29,telnet,SF,0.0688868793700321,0,8,0,BENIGN
tcp,3507,1871.0,1636.0,192.168.1.238,10.0.0.156,ftp_data,SF,0.0166354147821109,0,5,0,BENIGN
tcp,1303,590.0,713.0,192.168.1.9,10.0.0.28,http,S,0.2226633763436235,0,20,1,DoS
tcp,1034,796.0,238.0,192.168.1.211,10.0.0.146,ftp_data,S,0.1795283634050218,0,1,0,BENIGN
tcp,3270,1906.0,1364.0,192.168.1.137,10.0.0.13,smtp,SF,0.0715380886330471,0,17,0,BENIGN
tcp,975,542.0,433.0,192.168.1.45,10.0.0.52,telnet,SR,0.4466012672135278,0,1,1,DoS
udp,4063,541.0,3522.0,192.168.1.147,10.0.0.146,time,,0.3238700151823554,0,17,0,BENIGN
tcp,4783,2869.0,1914.0,192.168.1.53,10.0.0.249,ftp_data,SF,0.0661939764492695,0,5,0,BENIGN
icmp,402,315.0,87.0,192.168.1.31,10.0.0.26,eco_i,,0.0858784961954842,0,9,1,Probe
udp,1792,971.0,821.0,192.168.1.44,10.0.0.175,time,,0.057458705823721,0,18,0,BENIGN
tcp,3351,1514.0,1837.0,192.168.1.98,10.0.0.240,ftp_data,S,0.0691857914698572,0,11,0,BENIGN
icmp,364,210.0,154.0,192.168.1.251,10.0.0.130,eco_i,,0.164275481723558,0,282,1,DoS
tcp,2808,2699.0,109.0,192.168.1.74,10.0.0.170,smtp,SR,0.3678142534713731,0,44,1,U2R
tcp,750,521.0,229.0,192.168.1.209,10.0.0.142,ftp,SF,0.4575956961030558,0,9,0,BENIGN
tcp,890,717.0,173.0,192.168.1.12,10.0.0.212,telnet,S,0.078419186740641,0,14,1,R2L
icmp,3582,1609.0,1973.0,192.168.1.65,10.0.0.35,eco_i,,0.1594496234423447,0,13,0,BENIGN
tcp,2026,202.0,1824.0,192.168.1.214,10.0.0.206,telnet,S,0.0750606864231237,0,32,1,U2R
tcp,1782,775.0,1007.0,192.168.1.215,10.0.0.45,telnet,SF,0.0642278214103676,0,15,0,BENIGN
tcp,3145,1038.0,2107.0,192.168.1.206,10.0.0.41,ftp_data,SF,0.0535007768118046,0,16,0,BENIGN
tcp,5253,2349.0,2904.0,192.168.1.237,10.0.0.162,smtp,R,0.1865413393658575,0,12,0,BENIGN
tcp,4305,1456.0,2849.0,192.168.1.143,10.0.0.105,ftp_data,SF,0.0001927013585656,0,7,0,BENIGN
tcp,3729,350.0,3379.0,192.168.1.56,10.0.0.5,ftp_data,SF,0.0180786839009977,0,14,0,BENIGN
tcp,4145,1016.0,3129.0,192.168.1.143,10.0.0.9,ftp_data,S,0.102096838188814,0,14,0,BENIGN
udp,406,63.0,343.0,192.168.1.124,10.0.0.61,dns,,0.195350400099159,0,11,0,BENIGN
tcp,1139,62.0,1077.0,192.168.1.110,10.0.0.57,telnet,SR,0.4845747389274268,0,39,1,R2L
icmp,3637,3157.0,480.0,192.168.1.64,10.0.0.161,eco_i,,0.0151359839612006,0,13,0,BENIGN
tcp,5849,1911.0,3938.0,192.168.1.61,10.0.0.198,telnet,R,0.0784939255598313,0,1,0,BENIGN
tcp,1383,678.0,705.0,192.168.1.184,10.0.0.238,ssh,SF,0.0055870276154715,0,4,0,BENIGN
tcp,1812,136.0,1676.0,192.168.1.16,10.0.0.214,telnet,SF,0.0982279977092559,0,17,0,BENIGN
tcp,3444,1203.0,2241.0,192.168.1.102,10.0.0.134,http,SF,0.1758605088267287,0,2,0,BENIGN
tcp,1977,99.0,1878.0,192.168.1.41,10.0.0.182,ftp_data,SF,0.3437460088519259,0,12,0,BENIGN
tcp,380,276.0,104.0,192.168.1.237,10.0.0.142,http,S,0.348806318151501,0,26,1,R2L
tcp,2139,320.0,1819.0,192.168.1.89,10.0.0.113,telnet,SF,0.2129946138267642,0,1,0,BENIGN
icmp,1453,1116.0,337.0,192.168.1.202,10.0.0.129,eco_i,,0.5491045073970956,0,14,1,DoS
tcp,1289,663.0,626.0,192.168.1.64,10.0.0.153,smtp,SF,0.1051439384326667,0,16,0,BENIGN
tcp,2764,1742.0,1022.0,192.168.1.191,10.0.0.9,http,SF,0.0473302910476288,0,1,0,BENIGN
tcp,1410,423.0,987.0,192.168.1.45,10.0.0.22,ssh,R,0.1337660025040611,0,13,0,BENIGN
udp,6626,1390.0,5236.0,192.168.1.237,10.0.0.115,ntp,,0.0108715133139659,0,6,0,BENIGN
tcp,2640,202.0,2438.0,192.168.1.206,10.0.0.130,ftp,SF,0.0066258968968952,0,7,0,BENIGN
tcp,1636,1086.0,550.0,192.168.1.74,10.0.0.73,ftp,S,0.1847131313824102,0,11,0,BENIGN
tcp,1071,493.0,578.0,192.168.1.1,10.0.0.36,http,SR,0.2280395095633892,0,37,1,R2L
icmp,4983,1241.0,3742.0,192.168.1.155,10.0.0.66,eco_i,,0.1353173344684723,0,6,0,BENIGN
tcp,3672,1721.0,1951.0,192.168.1.89,10.0.0.184,smtp,SF,0.0623151140475786,0,10,0,BENIGN
tcp,1011,381.0,630.0,192.168.1.139,10.0.0.229,ftp_data,SF,0.0552603755170174,0,9,0,BENIGN
udp,508,65.0,443.0,192.168.1.92,10.0.0.134,ntp,,0.291557805951025,0,22,1,DoS
tcp,1879,158.0,1721.0,192.168.1.19,10.0.0.208,ftp,R,0.388392461141433,0,27,1,R2L
tcp,407,172.0,235.0,192.168.1.165,10.0.0.229,ssh,SF,0.081722419962136,0,13,0,BENIGN
tcp,2165,985.0,1180.0,192.168.1.253,10.0.0.134,ssh,SF,0.0510765550664209,0,6,0,BENIGN
icmp,1512,232.0,1280.0,192.168.1.65,10.0.0.36,eco_i,,0.0340476837180056,0,1,0,BENIGN
tcp,1366,543.0,823.0,192.168.1.60,10.0.0.15,ftp_data,SR,0.2363794889838031,0,47,1,R2L
tcp,2219,967.0,1252.0,192.168.1.207,10.0.0.46,ssh,SF,0.1301932956711837,0,15,0,BENIGN
udp,2171,567.0,1604.0,192.168.1.194,10.0.0.4,ntp,,0.137138649623806,0,4,0,BENIGN
udp,1271,451.0,820.0,192.168.1.158,10.0.0.198,dns,,0.3355269607473047,0,285,1,DoS
tcp,918,849.0,69.0,192.168.1.219,10.0.0.122,ftp_data,SR,0.5260846316583007,0,23,1,R2L
tcp,7284,1553.0,5731.0,192.168.1.36,10.0.0.219,ftp,SF,0.1556521887461479,0,9,0,BENIGN
tcp,1732,1226.0,506.0,192.168.1.47,10.0.0.148,ftp_data,S,0.0973413329923256,0,18,0,BENIGN
udp,1872,624.0,1248.0,192.168.1.230,10.0.0.245,dns,,0.0085009615514066,0,11,0,BENIGN
tcp,2390,1007.0,1383.0,192.168.1.61,10.0.0.14,http,SF,0.1338853413068706,0,14,0,BENIGN
tcp,6415,1113.0,5302.0,192.168.1.19,10.0.0.122,ssh,SF,0.0689148018184654,0,17,0,BENIGN
udp,3881,596.0,3285.0,192.168.1.170,10.0.0.156,ntp,,0.0114232862896683,0,14,0,BENIGN
tcp,3080,327.0,2753.0,192.168.1.50,10.0.0.174,telnet,SF,0.0498739256143854,0,10,0,BENIGN
tcp,2190,1073.0,1117.0,192.168.1.56,10.0.0.88,http,SF,0.0978172172970841,0,7,0,BENIGN
udp,1319,474.0,845.0,192.168.1.3,10.0.0.164,ntp,,0.0154127391953266,0,9,0,BENIGN
tcp,576,432.0,144.0,192.168.1.128,10.0.0.11,telnet,SR,0.3313767456652502,0,13,1,U2R
tcp,117,87.0,30.0,192.168.1.46,10.0.0.108,ftp_data,S,0.7030783595165703,0,210,1,DoS
tcp,1704,1264.0,440.0,192.168.1.202,10.0.0.215,ftp,S,0.0456248906441176,0,12,0,BENIGN
tcp,3166,1465.0,1701.0,192.168.1.237,10.0.0.175,smtp,SF,0.1561370393683222,0,8,0,BENIGN
tcp,1019,196.0,823.0,192.168.1.76,10.0.0.176,ssh,SR,0.3147215689746427,0,24,1,U2R
tcp,897,100.0,797.0,192.168.1.31,10.0.0.183,telnet,S,0.1102986203449768,0,45,1,R2L
tcp,2013,1015.0,998.0,192.168.1.138,10.0.0.140,ftp,R,0.0723263382690359,0,17,0,BENIGN
icmp,5940,2444.0,3496.0,192.168.1.203,10.0.0.24,eco_i,,0.0616666531697086,0,14,0,BENIGN
tcp,772,511.0,261.0,192.168.1.70,10.0.0.54,ftp,SR,0.3518756471742661,0,14,1,U2R
tcp,3427,1831.0,1596.0,192.168.1.73,10.0.0.26,ftp_data,SF,0.2653117672403796,0,19,0,BENIGN
icmp,1321,645.0,676.0,192.168.1.13,10.0.0.34,eco_i,,0.2962338528943858,0,231,1,DoS
tcp,7934,4965.0,2969.0,192.168.1.206,10.0.0.28,ftp,SF,0.0719545507453832,0,5,0,BENIGN
tcp,1155,168.0,987.0,192.168.1.97,10.0.0.105,ftp_data,SF,0.3426921329169355,0,5,1,DoS
icmp,3254,400.0,2854.0,192.168.1.175,10.0.0.231,eco_i,,0.1839784632381325,0,9,1,Probe
udp,2827,978.0,1849.0,192.168.1.162,10.0.0.92,dns,,0.0647060468460084,0,5,0,BENIGN
tcp,2188,236.0,1952.0,192.168.1.94,10.0.0.163,ftp,SF,0.0754912633838355,0,8,0,BENIGN
udp,931,344.0,587.0,192.168.1.25,10.0.0.175,time,,0.3893096554433552,1,18,1,DoS
tcp,5644,1030.0,4614.0,192.168.1.91,10.0.0.11,telnet,SF,0.0150966141675167,0,16,0,BENIGN
tcp,3613,213.0,3400.0,192.168.1.25,10.0.0.158,http,SF,0.0120308903179227,0,12,0,BENIGN
tcp,386,313.0,73.0,192.168.1.140,10.0.0.93,http,S,0.0411650074175288,0,28,1,R2L
tcp,4733,1542.0,3191.0,192.168.1.23,10.0.0.126,smtp,SF,0.0747448408680967,0,1,0,BENIGN
tcp,1169,782.0,387.0,192.168.1.179,10.0.0.8,smtp,S,0.094662845538129,0,36,1,R2L
tcp,2319,978.0,1341.0,192.168.1.139,10.0.0.94,telnet,SF,0.0469647403470641,0,14,0,BENIGN
tcp,2238,1400.0,838.0,192.168.1.174,10.0.0.157,ftp,SF,0.0249079810926661,0,1,0,BENIGN
tcp,2106,1577.0,529.0,192.168.1.213,10.0.0.86,smtp,SF,0.3757804228663685,0,4,0,BENIGN
udp,1997,724.0,1273.0,192.168.1.244,10.0.0.40,ntp,,0.0224025129511795,0,18,0,BENIGN
tcp,773,55.0,718.0,192.168.1.193,10.0.0.154,ssh,SR,0.2552903781975619,0,45,1,U2R
tcp,1487,563.0,924.0,192.168.1.3,10.0.0.240,telnet,SF,0.0598930587445737,0,4,0,BENIGN
tcp,2985,197.0,2788.0,192.168.1.71,10.0.0.210,smtp,S,0.1962095409578584,0,17,1,R2L
udp,4779,1836.0,2943.0,192.168.1.101,10.0.0.9,time,,0.0203373867953194,0,8,0,BENIGN
tcp,3456,2013.0,1443.0,192.168.1.229,10.0.0.134,smtp,SF,0.0096670904744361,0,12,0,BENIGN
tcp,1228,924.0,304.0,192.168.1.205,10.0.0.88,ssh,SF,0.0029772162020014,0,10,0,BENIGN
tcp,3321,487.0,2834.0,192.168.1.96,10.0.0.48,smtp,SF,0.0360993833142274,0,6,0,BENIGN
icmp,1173,180.0,993.0,192.168.1.12,10.0.0.244,eco_i,,0.4401924852380222,2,25,1,DoS
icmp,2151,1640.0,511.0,192.168.1.159,10.0.0.136,eco_i,,0.330949576233696,0,8,0,BENIGN
tcp,1677,547.0,1130.0,192.168.1.19,10.0.0.11,http,R,0.0167129954427156,0,12,0,BENIGN
tcp,1737,1161.0,576.0,192.168.1.65,10.0.0.103,ftp,SF,0.1092195400274908,0,5,0,BENIGN
tcp,2029,947.0,1082.0,192.168.1.243,10.0.0.37,telnet,S,0.1339928390916269,0,9,0,BENIGN
tcp,3423,1730.0,1693.0,192.168.1.114,10.0.0.94,ftp,SF,0.153816850702494,0,12,0,BENIGN
udp,2502,149.0,2353.0,192.168.1.108,10.0.0.236,ntp,,0.1198219812605228,0,9,0,BENIGN
tcp,4071,2026.0,2045.0,192.168.1.143,10.0.0.247,ftp,SF,0.128592776879008,0,19,0,BENIGN
udp,8070,715.0,7355.0,192.168.1.73,10.0.0.63,dns,,0.0904113292839975,0,9,0,BENIGN
tcp,1147,43.0,1104.0,192.168.1.180,10.0.0.168,http,S,0.6168794411340162,0,45,1,R2L
icmp,784,777.0,7.0,192.168.1.136,10.0.0.24,eco_i,,0.4347975779242468,1,22,1,DoS
tcp,1478,80.0,1398.0,192.168.1.11,10.0.0.155,ftp_data,SR,0.3393072885361419,0,11,1,R2L
tcp,2176,478.0,1698.0,192.168.1.25,10.0.0.92,ftp_data,SF,0.3307736210320652,0,15,0,BENIGN
tcp,3940,427.0,3513.0,192.168.1.195,10.0.0.78,smtp,SF,0.0670984916006787,0,8,0,BENIGN
tcp,3456,187.0,3269.0,192.168.1.103,10.0.0.250,telnet,SF,0.0909883417868436,0,11,0,BENIGN
tcp,1156,234.0,922.0,192.168.1.97,10.0.0.67,ftp_data,S,0.2792618149433875,0,36,1,R2L
tcp,2259,30.0,2229.0,192.168.1.30,10.0.0.138,ssh,SF,0.1290311093349116,0,13,0,BENIGN
udp,1506,608.0,898.0,192.168.1.245,10.0.0.54,dns,,0.1492129239485456,0,15,0,BENIGN
tcp,1424,105.0,1319.0,192.168.1.81,10.0.0.143,telnet,S,0.1209086029882172,0,1,1,R2L
tcp,3960,1271.0,2689.0,192.168.1.50,10.0.0.153,ftp_data,SF,0.1434539774570536,0,4,0,BENIGN
tcp,4106,1128.0,2978.0,192.168.1.238,10.0.0.118,smtp,SF,0.0341346937193116,0,10,0,BENIGN
tcp,1352,343.0,1009.0,192.168.1.123,10.0.0.106,ftp_data,SF,0.153466488964302,0,18,0,BENIGN
udp,1348,708.0,640.0,192.168.1.93,10.0.0.35,ntp,,0.3358717410989057,0,12,0,BENIGN
udp,2784,1720.0,1064.0,192.168.1.119,10.0.0.39,ntp,,0.0832573175803755,0,8,0,BENIGN
udp,2016,466.0,1550.0,192.168.1.44,10.0.0.229,ntp,,0.4203857029297328,0,41,1,U2R
icmp,3053,589.0,2464.0,192.168.1.114,10.0.0.206,eco_i,,0.2866814601690432,2,5,1,DoS
tcp,2138,1278.0,860.0,192.168.1.207,10.0.0.37,ssh,SF,0.0765513021244803,0,10,0,BENIGN
udp,5492,396.0,5096.0,192.168.1.13,10.0.0.214,dns,,0.0228342702865711,0,9,0,BENIGN
tcp,4634,600.0,4034.0,192.168.1.39,10.0.0.163,ftp_data,SF,0.2399300737915502,0,15,0,BENIGN
tcp,4014,2502.0,1512.0,192.168.1.81,10.0.0.40,ssh,SF,0.0774538735229379,0,2,0,BENIGN
tcp,986,170.0,816.0,192.168.1.103,10.0.0.163,smtp,S,0.0815383084899527,0,13,1,Probe
tcp,1966,712.0,1254.0,192.168.1.218,10.0.0.64,ftp,SF,0.017206523630891,0,16,0,BENIGN
tcp,3987,705.0,3282.0,192.168.1.105,10.0.0.157,ftp,SF,0.0378291074849341,0,18,0,BENIGN
tcp,1060,349.0,711.0,192.168.1.174,10.0.0.34,telnet,SF,0.0213655576467797,0,16,0,BENIGN
tcp,2518,1708.0,810.0,192.168.1.39,10.0.0.45,telnet,SF,0.0265765543262028,0,8,0,BENIGN
tcp,3013,1193.0,1820.0,192.168.1.115,10.0.0.230,smtp,SF,0.0019432143937628,0,4,0,BENIGN
tcp,3159,2029.0,1130.0,192.168.1.187,10.0.0.136,http,SF,0.0520005706407591,0,14,0,BENIGN
tcp,5751,2278.0,3473.0,192.168.1.70,10.0.0.34,ftp,SF,0.1228509144718579,0,1,0,BENIGN
udp,4431,450.0,3981.0,192.168.1.29,10.0.0.23,ntp,,0.1106615212553392,0,17,0,BENIGN
tcp,2711,497.0,2214.0,192.168.1.186,10.0.0.179,ftp,SF,0.0034537585940716,0,6,0,BENIGN
tcp,1853,537.0,1316.0,192.168.1.181,10.0.0.57,smtp,SF,0.055372851204706,0,16,0,BENIGN
tcp,733,456.0,277.0,192.168.1.19,10.0.0.160,ftp,SR,0.1622933277089029,0,21,1,R2L
tcp,4408,625.0,3783.0,192.168.1.70,10.0.0.101,ftp,SF,0.0901558626417925,0,9,0,BENIGN
tcp,931,217.0,714.0,192.168.1.167,10.0.0.200,smtp,S,0.3034369321920441,0,6,1,DoS
tcp,3685,1083.0,2602.0,192.168.1.211,10.0.0.95,ssh,SF,0.053560393189151,0,4,0,BENIGN
tcp,1048,265.0,783.0,192.168.1.90,10.0.0.229,ssh,S,0.4872993961889078,0,12,1,R2L
tcp,4884,270.0,4614.0,192.168.1.164,10.0.0.188,ftp_data,SF,0.3785174223965737,0,3,0,BENIGN
tcp,4573,1338.0,3235.0,192.168.1.116,10.0.0.224,ftp,SF,0.0120133075058255,0,14,0,BENIGN
icmp,3458,1352.0,2106.0,192.168.1.223,10.0.0.34,eco_i,,0.0422930685422363,1,26,1,DoS
udp,2538,202.0,2336.0,192.168.1.61,10.0.0.149,ntp,,0.312324966207888,2,48,1,DoS
tcp,1971,1214.0,757.0,192.168.1.82,10.0.0.87,ftp,R,0.1797476164831604,0,3,0,BENIGN
tcp,2610,814.0,1796.0,192.168.1.77,10.0.0.246,ftp_data,SF,0.1025889609174501,0,5,0,BENIGN
udp,1658,1291.0,367.0,192.168.1.254,10.0.0.192,ntp,,0.0075903221355185,0,17,0,BENIGN
udp,2163,1356.0,807.0,192.168.1.67,10.0.0.223,dns,,0.0478884566856859,0,15,0,BENIGN
tcp,742,347.0,395.0,192.168.1.61,10.0.0.173,telnet,S,0.3078937681850504,0,4,1,Probe
tcp,1196,670.0,526.0,192.168.1.172,10.0.0.124,telnet,S,0.2658737386628972,0,13,0,BENIGN
tcp,2031,328.0,1703.0,192.168.1.235,10.0.0.203,http,SF,0.0805908058418172,0,8,0,BENIGN
tcp,1117,654.0,463.0,192.168.1.132,10.0.0.78,http,SF,0.144056754463478,0,15,0,BENIGN
udp,2203,837.0,1366.0,192.168.1.131,10.0.0.156,dns,,0.0106606039999496,0,11,0,BENIGN
udp,3321,285.0,3036.0,192.168.1.5,10.0.0.48,time,,0.0177973344686,0,10,0,BENIGN
icmp,1140,789.0,351.0,192.168.1.61,10.0.0.178,eco_i,,0.1925598686658378,2,43,1,DoS
udp,2718,882.0,1836.0,192.168.1.19,10.0.0.31,ntp,,0.1751304521090036,0,14,0,BENIGN
icmp,1531,542.0,989.0,192.168.1.139,10.0.0.61,eco_i,,0.2924932788979936,0,9,1,Probe
udp,3629,1765.0,1864.0,192.168.1.74,10.0.0.191,dns,,0.0007904431114136,0,11,0,BENIGN
tcp,1089,494.0,595.0,192.168.1.105,10.0.0.224,ssh,SF,0.4309900761148851,0,1,1,R2L
tcp,1131,963.0,168.0,192.168.1.234,10.0.0.15,http,S,0.0916967814261459,0,48,1,U2R
icmp,767,487.0,280.0,192.168.1.183,10.0.0.196,eco_i,,0.1059324136821708,0,33,1,Probe
tcp,2664,2243.0,421.0,192.168.1.76,10.0.0.22,smtp,SF,0.0117880091190967,0,16,0,BENIGN
tcp,614,231.0,383.0,192.168.1.92,10.0.0.164,smtp,SF,0.0676402348152816,0,9,0,BENIGN
tcp,3841,851.0,2990.0,192.168.1.236,10.0.0.189,http,SF,0.1440378723249142,0,8,0,BENIGN
tcp,1027,239.0,788.0,192.168.1.174,10.0.0.54,ftp_data,S,0.2087116820726356,0,17,1,U2R
tcp,1318,890.0,428.0,192.168.1.120,10.0.0.250,ftp,SR,0.1535018551841449,0,11,1,R2L
tcp,1281,486.0,795.0,192.168.1.103,10.0.0.195,smtp,SF,0.044808387152742,0,2,0,BENIGN
tcp,337,31.0,306.0,192.168.1.185,10.0.0.35,ssh,R,0.4453985704737158,0,22,1,U2R
tcp,4016,376.0,3640.0,192.168.1.200,10.0.0.29,http,SF,0.4860393835927337,0,8,0,BENIGN
udp,6775,283.0,6492.0,192.168.1.107,10.0.0.44,time,,0.1263696471286651,0,16,0,BENIGN
tcp,909,351.0,558.0,192.168.1.242,10.0.0.163,ftp_data,S,0.1921444887432068,0,5,1,R2L
udp,973,559.0,414.0,192.168.1.74,10.0.0.220,ntp,,0.1471762026982088,0,1,1,R2L
tcp,870,834.0,36.0,192.168.1.75,10.0.0.135,smtp,SR,0.3067525319984965,0,34,1,R2L
tcp,109,71.0,38.0,192.168.1.152,10.0.0.129,http,S,0.7077335801752623,0,470,1,DoS
tcp,2730,564.0,2166.0,192.168.1.121,10.0.0.217,telnet,SF,0.3203108444183907,0,2,0,BENIGN
tcp,2241,1019.0,1222.0,192.168.1.159,10.0.0.82,ftp,SF,0.0014944654950351,0,12,0,BENIGN
tcp,2564,2235.0,329.0,192.168.1.216,10.0.0.204,smtp,S,0.174572340920683,0,5,0,BENIGN
tcp,5849,441.0,5408.0,192.168.1.67,10.0.0.84,http,SF,0.0066015669365131,0,11,0,BENIGN
